id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
7542,Men,apparel,Bottomwear,Shorts,White,Summer,2011.0,Sports,Nike Men's AS T90 3/4 WO White Shorts,output_images\7542.png
3324,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Boys Fangear Tee,output_images\3324.png
10024,Women,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Women As Make Yours Black T-Shirts,output_images\10024.png
10672,Girls,apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Doodle Girls Little song board Purple Tops,output_images\10672.png
4905,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Palm Tree Girl's Lions White Pink Kidswear,output_images\4905.png
8364,Girls,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Girl's Happy Smiles Blue Pink Kidswear,output_images\8364.png
10675,Girls,apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Doodle Girl Princess Black Tops,output_images\10675.png
2695,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Disney Kids Boy's Baby Mickey Surf Kidswear,output_images\2695.png
3323,Men,apparel,Topwear,Jackets,Blue,Summer,2011.0,Sports,KKR Mens Fangear Tee,output_images\3323.png
10023,Women,apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Nike Women Regular Grey Track Pants,output_images\10023.png
5020,Boys,apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Levis Kids Boy's Caspian Black Kidswear,output_images\5020.png
7545,Men,apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,Nike Men's Ss Wfc No Loo Gree T-Shirt,output_images\7545.png
5444,Girls,apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Ant Kids Girl's Check Top Black Kidswear,output_images\5444.png
4933,Girls,apparel,Dress,Dresses,Peach,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Peach White Kidswear,output_images\4933.png
10015,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Locomotive Men American Glory White Tshirts,output_images\10015.png
4302,Unisex_Kids,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Grandad Brick Orange Kidswear,output_images\4302.png
7573,Men,apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,Nike Men's As Race Day Green T-shirt,output_images\7573.png
8355,Boys,apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Boy's I am Handsome No1 Yellow Kidswear,output_images\8355.png
4934,Girls,apparel,Dress,Dresses,Peach,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Peach White Infant Kidswear,output_images\4934.png
7574,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Blue Polo T-shirt,output_images\7574.png
7580,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Kill Man T-shirt,output_images\7580.png
4305,Unisex_Kids,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex Tribal Blast Green Kidswear,output_images\4305.png
10012,Men,apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Sports,Nike Men's Breakli Navy Blue Track Pants,output_images\10012.png
5421,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Ant Kids Boy's Love This Game White Kidswear,output_images\5421.png
2294,Women,apparel,Topwear,Tops,White,Fall,2010.0,Sports,Nike Women's Miller Top,output_images\2294.png
4960,Boys,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Gini and Jony Boy's King Green White Brown Infant Kidswear,output_images\4960.png
2293,Women,apparel,Topwear,Tshirts,Pink,Fall,2010.0,Casual,Nike Women Accuracy Pink T-shirt,output_images\2293.png
4958,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's King White Red Blue Infant Kidswear,output_images\4958.png
10041,Women,apparel,Topwear,Tshirts,Brown,Fall,2011.0,Sports,Nike Women Brown Polo T-shirt,output_images\10041.png
5426,Boys,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ant Kids Boy's Black Cartoon Pop Kidswear,output_images\5426.png
7527,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Nike Men's As T90 SS White Blue T-shirt,output_images\7527.png
2267,Women,apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Nike Pink Women T-shirt,output_images\2267.png
4967,Boys,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Gini and Jony Boy's Kaffle Yellow Kidswear,output_images\4967.png
5419,Boys,apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Ant Kids Boy's Musical Buzz Black Red Kidswear,output_images\5419.png
4199,Boys,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Yellow Royal Sailing Kidswear,output_images\4199.png
5417,Girls,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ant Kids Girls Blue T-shirt,output_images\5417.png
7516,Women,apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,Nike Women's Class Pink T-shirt,output_images\7516.png
4969,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kay Blue Kidswear,output_images\4969.png
7529,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Ss Training White T-shirt,output_images\7529.png
2269,Women,apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,Nike Light Green Women T-shirt,output_images\2269.png
5428,Girls,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Ant Kids Girl's White Free Bird Kidswear,output_images\5428.png
4956,Boys,apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kaiser Red Blue Infant Kidswear,output_images\4956.png
4935,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Veata White Black Pink Kidswear,output_images\4935.png
8354,Boys,apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Doodle Boy's I am Handsome No1 Rust Kidswear,output_images\8354.png
10013,Men,apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Sports,Nike Men As Ss Cruiser Yellow T-Shirts,output_images\10013.png
4304,Unisex_Kids,apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Math Pink Kidswear,output_images\4304.png
8353,Boys,apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Doodle Boy's Original Royal Classic White Kidswear,output_images\8353.png
4932,Girls,apparel,Dress,Dresses,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Blue White Infant Kidswear,output_images\4932.png
7572,Men,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Sports,Nike Men's As Miler UV SS Orange T-shirt,output_images\7572.png
4303,Unisex_Kids,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex Pastime Green Kidswear,output_images\4303.png
8365,Girls,apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Doodle Girl's Happy Smiles Pink Kidswear,output_images\8365.png
4904,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Palm Tree Girl's Billy White Green Kidswear,output_images\4904.png
7544,Women,apparel,Bottomwear,Capris,Grey,Summer,2011.0,Sports,Nike Women Classic Grey Capri,output_images\7544.png
5021,Boys,apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Levis Kids Boy's Calcio Grey Red Kidswear,output_images\5021.png
5445,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Nike Men's Training White T-shirt,output_images\5445.png
2694,Boys,apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Twofur Layered Kidswear,output_images\2694.png
10674,Girls,apparel,Topwear,Tops,White,Fall,2011.0,Casual,Doodle Girl Princess White Tops,output_images\10674.png
3322,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,KKR Boys Fangear Polo Jersey,output_images\3322.png
10022,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men Blue Polo Tshirts,output_images\10022.png
4903,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Denise Pink Kidswear,output_images\4903.png
3325,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,KXIP Mens Take Down Jersey,output_images\3325.png
10025,Women,apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women As Element Ja Pink T-Shirt,output_images\10025.png
10673,Girls,apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Doodle Girl Ballet School Black Tops,output_images\10673.png
2693,Boys,apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,Disney Kids Boy's Yellow Kidswear,output_images\2693.png
5442,Women,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Nike Women's Striped Polo Blue T-shirt,output_images\5442.png
7543,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's Purple Polo T-shirt,output_images\7543.png
4968,Boys,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Gini and Jony Boy's Kaffle Yellow Infant Kidswear,output_images\4968.png
5416,Girls,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Ant Kids Girl's White Little Heart Kidswear,output_images\5416.png
7517,Men,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's As Icon Yellow T-shirt,output_images\7517.png
4957,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's King White Red Blue Kidswear,output_images\4957.png
2268,Women,apparel,Topwear,Sweatshirts,Grey,Fall,2010.0,Sports,Nike Grey Women Sweatshirt,output_images\2268.png
7528,Men,apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,Nike Men's FCB Auth Grap Light Green T-shirt,output_images\7528.png
4198,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Royal Sailing Kidswear,output_images\4198.png
4950,Boys,apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kimon Blue Infant Bermuda Kidswear,output_images\4950.png
5427,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Ant Kids Boy's Red Cartoon Pop Kidswear,output_images\5427.png
2266,Women,apparel,Topwear,Tshirts,Green,Fall,2010.0,Sports,Nike Green Women T-shirt,output_images\2266.png
7526,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike mens As Vapor SS black T-shirt,output_images\7526.png
2292,Women,apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Nike Women Accuracy Black T-shirt,output_images\2292.png
4959,Boys,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Gini and Jony Boy's King Green White Brown Kidswear,output_images\4959.png
10040,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men White Polo Tshirts,output_images\10040.png
5418,Girls,apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Ant Kids Girl's Pink Free Bird Kidswear,output_images\5418.png
4966,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kalkin White Brown Infant Kidswear,output_images\4966.png
2295,Women,apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Nike Women Cruiser Pink T-shirt,output_images\2295.png
5420,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ant Kids Boy's Love This Game Blue Kidswear,output_images\5420.png
4961,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Karsen Blue White Kidswear,output_images\4961.png
7565,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men's Grey Polo T-Shirt,output_images\7565.png
4314,Unisex_Kids,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Tantra Kid's Unisex 3 Elephants White Kidswear,output_images\4314.png
4925,Girls,apparel,Topwear,Tops,Green,Summer,2011.0,Casual,Gini and Jony Girl's Valencia Green Blue Kidswear,output_images\4925.png
4313,Unisex_Kids,apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Tantra Kid's Unisex Elephant Pink Kidswear,output_images\4313.png
7562,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As T90 Ss Top T-Shirt,output_images\7562.png
4922,Girls,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Infant Kidswear,output_images\4922.png
10032,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men AS FCB Core T Black T-shirts,output_images\10032.png
3332,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,RCB Boys Fangear Tee,output_images\3332.png
4325,Unisex_Kids,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Kid's Unisex Stop Turqoise Kidswear,output_images\4325.png
10664,Boys,apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Doodle Boy Rockstar-sing it Yellow Tshirts,output_images\10664.png
7554,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's As Walkthrough Black-Grey T-shirt,output_images\7554.png
8381,Girls,apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Doodle Girl's Raw Edges Purple Teen Kidswear,output_images\8381.png
4914,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Gloria White Peach Kidswear,output_images\4914.png
8375,Girls,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Girl's Dont Worry Hippie Blue Teen Kidswear,output_images\8375.png
7553,Men,apparel,Bottomwear,Track Pants,Black,Summer,2011.0,Sports,Nike Men's Ope Black Track Pant,output_images\7553.png
4322,Unisex_Kids,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex Mummy Aqua Green Kidswear,output_images\4322.png
8372,Girls,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Girl's Dont Worry Hippie Teal Blue Kidswear,output_images\8372.png
4913,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girl's Diane Pink Kidswear,output_images\4913.png
5439,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men's Red Polo T-shirt,output_images\5439.png
7538,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Swoosh T-Shirt,output_images\7538.png
2278,Men,apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Mens Sphere White T-shirt,output_images\2278.png
4947,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kanon White Blue Kidswear,output_images\4947.png
4978,Boys,apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kang Jeans Kidswear,output_images\4978.png
4940,Boys,apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boys Karnel Jeans,output_images\4940.png
4976,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kent Pack of 3 Infant Tee Kidswear,output_images\4976.png
4982,Girls,apparel,Topwear,Tops,Peach,Summer,2011.0,Casual,Palm Tree Girl's Billy Peach Kidswear,output_images\4982.png
7509,Women,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Women's Line 9 Turquoise Blue T-shirt,output_images\7509.png
4949,Boys,apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kimon Blue Bermuda Kidswear,output_images\4949.png
2282,Men,apparel,Topwear,Tshirts,Grey,Fall,2010.0,Sports,Nike Men Grey T-shirt,output_images\2282.png
7536,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's AS SS Trainin White T-shirt,output_images\7536.png
2276,Men,apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Mens Challenger Graphic Blue T-shirt,output_images\2276.png
5437,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Swoosh White T-shirt,output_images\5437.png
4971,Boys,apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Gini and Jony Boy's Kangaroo Green White Infant Kidswear,output_images\4971.png
5430,Boys,apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Ant Kids Boy's White Check Kidswear,output_images\5430.png
2271,Men,apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Nike Mens Red Polo T-shirt,output_images\2271.png
7531,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's AS SS Trainin Black T-shirt,output_images\7531.png
2285,Men,apparel,Topwear,Tshirts,Purple,Fall,2010.0,Sports,Nike Men Lavender T-shirt,output_images\2285.png
10662,Boys,apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Boy Travel Red Tshirts,output_images\10662.png
10034,Women,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Women As Element Ja Black T-Shirt,output_images\10034.png
4323,Unisex_Kids,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Unisex Ice Cream Aqua Green Kidswear,output_images\4323.png
7552,Men,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Sports,Nike Men's SS Too Fast Orange T-shirt,output_images\7552.png
4912,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girls Diane Pink Top,output_images\4912.png
7555,Men,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's Arsenal Core Yellow T-shirt,output_images\7555.png
4324,Unisex_Kids,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Fault Brick Orange Kidswear,output_images\4324.png
10033,Men,apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Sports,Nike Men As Ad Breakli Navy Blue Shorts,output_images\10033.png
10665,Boys,apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Doodle Boy Extream Racer Black Tshirts,output_images\10665.png
8380,Girls,apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Doodle Girls Purple Printed Top,output_images\8380.png
4915,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Vollie White Kidswear,output_images\4915.png
7563,Men,apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Sports,Nike Men's As Spher Navy Blue T-shirt,output_images\7563.png
4312,Unisex_Kids,apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Yantra Om Orange Kidswear,output_images\4312.png
10005,Men,apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men As Ss Trainin Blue T-Shirts,output_images\10005.png
4923,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Velia White Peach Kidswear,output_images\4923.png
4315,Unisex_Kids,apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Tantra Kid's Unisex Harappa Choco Brown Kidswear,output_images\4315.png
7590,Men,apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,Nike Men's As Read Black T-shirt,output_images\7590.png
7564,Men,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Teal Blue Polo T-shirt,output_images\7564.png
4924,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Gini and Jony Girl's Velia White Peach Infant Kidswear,output_images\4924.png
4970,Boys,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kay Blue Infant Kidswear,output_images\4970.png
4984,Girls,apparel,Dress,Dresses,White,Summer,2011.0,Casual,Palm Tree Girls Beyonce White & Blue Dress,output_images\4984.png
2284,Men,apparel,Topwear,Tshirts,Yellow,Fall,2010.0,Sports,Nike Men Yellow T-shirt,output_images\2284.png
5431,Boys,apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Ant Kids Boy's Pink Check Kidswear,output_images\5431.png
7530,Men,apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Sports,Nike Men's Ss Training Yellow T-shirt,output_images\7530.png
2270,Women,apparel,Topwear,Tshirts,Pink,Fall,2010.0,Casual,Nike JDI Pink Women T-shirt,output_images\2270.png
7508,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's T90 Ss White T-shirt,output_images\7508.png
4983,Girls,apparel,Dress,Dresses,White,Summer,2011.0,Casual,Palm Tree Girl's Blenda White Pink Kidswear,output_images\4983.png
4977,Boys,apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kang Jeans Infant Kidswear,output_images\4977.png
7537,Men,apparel,Bottomwear,Track Pants,Grey,Summer,2011.0,Sports,Nike Men's Classic Fresh Grey Track Pant,output_images\7537.png
5436,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men's Swoosh Grey T-shirt,output_images\5436.png
4948,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kanon White Blue Infant Kidswear,output_images\4948.png
2283,Men,apparel,Topwear,Tshirts,Black,Spring,2014.0,Sports,Nike Men Poly Black T-shirt,output_images\2283.png
4941,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Gini and Jony Boy's Kane Red White Infant Kidswear,output_images\4941.png
4946,Boys,apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kaniel White Yellow Infant Kidswear,output_images\4946.png
5438,Girls,apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Ant Kids Girl's Humming Birds Blue Kidswear,output_images\5438.png
2279,Men,apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Nike Mens Nike Sphere Red T-shirt,output_images\2279.png
7539,Men,apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's White Polo T-shirt,output_images\7539.png
4979,Girls,apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Palm Tree Girl's Betty Pink Kidswear,output_images\4979.png
2622,Men,apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Mens Bleed Blue Team India T-shirt,output_images\2622.png
4205,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Mickey Since 1928 Tee Kidswear,output_images\4205.png
9989,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men As Ss Cruiser Black T-Shirts,output_images\9989.png
4202,Boys,apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Disney Kids Boy's Navy Crew Sea Life Sialing Kidswear,output_images\4202.png
9973,Men,apparel,Topwear,Sweatshirts,White,Fall,2011.0,Sports,Nike Men As Arsenal Co White Sweatshirts,output_images\9973.png
4462,Men,apparel,Topwear,Jackets,Black,Summer,2011.0,Sports,Nike Men Track Black Jacket,output_images\4462.png
9987,Men,apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Sports,Nike Men Laced Crew Yellow T-Shirts,output_images\9987.png
2305,Women,apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Women Blue Polo T-shirt,output_images\2305.png
1913,Men,apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Nike Mens Seize Victory Black T-shirt,output_images\1913.png
2302,Women,apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Women Icon SS White T-shirt,output_images\2302.png
9980,Men,apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men As Sideline J Black Jackets,output_images\9980.png
4465,Boys,apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Boy's Marked Red Teen Kidswear,output_images\4465.png
9974,Men,apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Black Polo Tshirts,output_images\9974.png
9547,Men,apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men Manu Cshss Training Grey T-Shirts,output_images\9547.png
10719,Women,apparel,Bottomwear,Capris,Blue,Fall,2011.0,Casual,Nike Women Training Blue Capris,output_images\10719.png
2732,Girls,apparel,Topwear,Tops,White,Summer,2011.0,Casual,Disney Kids Girl's White Round Neck Kidswear,output_images\2732.png
4869,Boys,apparel,Topwear,Tshirts,Orange,Summer,2016.0,Casual,Levis Kids Boy's Orange Polo Tshirt,output_images\4869.png
9540,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Asss Crusier Graphic Red T-Shirts,output_images\9540.png
10721,Men,apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,Nike Men Runng Mens tshirt White Tshirts,output_images\10721.png
4867,Men,apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Manchester United Red Jersey,output_images\4867.png
4893,Girls,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Levis Kids Girl's Diaz Green Polo Tshirt,output_images\4893.png
9549,Men,apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Nike Men Green Polo Tshirts,output_images\9549.png
